"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","DEPTH","TYPE","CHLA","R","L","FLAG"
"PLEASANT (MU",5254.00,2.00,1979-7-10 0:00:00,"CW",3.00,6.00,"C",3.50,,,
"PLEASANT (MU",5254.00,2.00,1979-7-27 0:00:00,"CW",3.00,5.00,"C",5.10,,,
"PLEASANT (MU",5254.00,2.00,1979-8-7 0:00:00,"CW",3.00,5.00,"C",4.60,,,
"PLEASANT (MU",5254.00,2.00,1979-8-31 0:00:00,"CW",3.00,5.00,"C",7.60,,,
"PLEASANT (MU",5254.00,2.00,1979-9-17 0:00:00,"CW",3.00,6.00,"C",12.90,,,
"PLEASANT (MU",5254.00,2.00,1979-10-1 0:00:00,"CW",3.00,5.00,"C",12.00,,,
"PLEASANT (MU",5254.00,2.00,1979-10-19 0:00:00,"CW",3.00,5.00,"C",3.20,,,
"PLEASANT (MU",5254.00,2.00,1979-11-9 0:00:00,"CW",3.00,6.00,"C",3.60,,,
"PLEASANT (MU",5254.00,2.00,1980-4-22 0:00:00,"CW",3.00,6.00,"C",3.20,,,
"PLEASANT (MU",5254.00,2.00,1980-4-22 0:00:00,"CW",3.00,6.00,"C",4.00,,,
"PLEASANT (MU",5254.00,2.00,1980-5-15 0:00:00,"CW",3.00,6.00,"C",6.20,,,
"PLEASANT (MU",5254.00,2.00,1980-5-15 0:00:00,"CW",3.00,6.00,"C",6.50,,,
"PLEASANT (MU",5254.00,2.00,1980-6-5 0:00:00,"CW",3.00,6.00,"C",3.30,,,
"PLEASANT (MU",5254.00,2.00,1980-6-5 0:00:00,"CW",3.00,6.00,"C",3.50,,,
"PLEASANT (MU",5254.00,2.00,1980-6-19 0:00:00,"CW",3.00,5.00,"C",4.30,,,
"PLEASANT (MU",5254.00,2.00,1980-7-10 0:00:00,"CW",3.00,5.00,"C",5.00,,,
"PLEASANT (MU",5254.00,2.00,1980-7-24 0:00:00,"CW",3.00,5.00,"C",4.00,,,
"PLEASANT (MU",5254.00,2.00,1980-8-6 0:00:00,"CW",3.00,5.00,"C",3.40,,,
"PLEASANT (MU",5254.00,2.00,1980-8-22 0:00:00,"CW",3.00,5.00,"C",9.30,,,
"PLEASANT (MU",5254.00,2.00,1980-9-4 0:00:00,"CW",3.00,5.00,"C",15.30,,,
"PLEASANT (MU",5254.00,2.00,1980-10-7 0:00:00,"CW",3.00,5.00,"C",14.70,,,
"PLEASANT (MU",5254.00,2.00,1980-11-7 0:00:00,"CW",3.00,5.00,"C",5.30,,,
"PLEASANT (MU",5254.00,2.00,1980-11-7 0:00:00,"CW",3.00,5.00,"C",5.60,,,
"PLEASANT (MU",5254.00,2.00,1981-3-26 0:00:00,"CW",3.00,5.00,"C",9.20,,,
"PLEASANT (MU",5254.00,3.00,2002-7-26 0:00:00,"CW",3.00,1.50,"C",7.50,"1","D",
"PLEASANT (MU",5254.00,3.00,2002-8-29 0:00:00,"CW",3.00,1.50,"C",2.90,"1","D",
"PLEASANT (MU",5254.00,3.00,2002-9-30 0:00:00,"CW",3.00,3.00,"C",3.60,"1","D",
"PLEASANT (MU",5254.00,3.00,2002-10-29 0:00:00,"CW",3.00,1.50,"C",8.40,"1","D",
"PLEASANT (MU",5254.00,3.00,2006-5-25 0:00:00,"CW",3.00,1.50,"C",4.40,"1","D",
"PLEASANT (MU",5254.00,3.00,2006-6-20 0:00:00,"CW",3.00,1.50,"C",3.60,"1","D",
"PLEASANT (MU",5254.00,3.00,2006-7-21 0:00:00,"CW",3.00,1.50,"C",6.30,"1","D",
"PLEASANT (MU",5254.00,3.00,2006-8-25 0:00:00,"CW",3.00,1.50,"C",17.00,"1","D",
"PLEASANT (MU",5254.00,3.00,2006-9-27 0:00:00,"CW",3.00,1.50,"C",3.80,"1","D",
"PLEASANT (MU",5254.00,3.00,2006-10-26 0:00:00,"CW",3.00,3.00,"C",6.80,"1","D",
"PLEASANT (MU",5254.00,3.00,2007-5-29 0:00:00,"CW",3.00,3.00,"C",7.20,"1","D",
"PLEASANT (MU",5254.00,3.00,2007-6-21 0:00:00,"CW",3.00,3.00,"C",4.80,"1","D",
"PLEASANT (MU",5254.00,3.00,2007-7-16 0:00:00,"CW",3.00,2.90,"C",3.90,"1","D",
"PLEASANT (MU",5254.00,3.00,2007-8-10 0:00:00,"CW",3.00,2.80,"C",3.90,"1","D",
"PLEASANT (MU",5254.00,3.00,2007-9-12 0:00:00,"CW",3.00,2.90,"C",2.40,"1","D",
"PLEASANT (MU",5254.00,3.00,2007-10-1 0:00:00,"CW",3.00,2.90,"C",2.90,"1","D",
"PLEASANT (MU",5254.00,3.00,2007-11-2 0:00:00,"CW",3.00,3.00,"C",9.70,"1","D",
"PLEASANT (MU",5254.00,3.00,2008-5-9 0:00:00,"CW",3.00,3.00,"C",7.80,"1","D",
"PLEASANT (MU",5254.00,3.00,2008-6-12 0:00:00,"CW",3.00,3.00,"C",9.40,"1","D",
"PLEASANT (MU",5254.00,3.00,2008-7-10 0:00:00,"CW",3.00,2.90,"C",3.50,"1","D",
"PLEASANT (MU",5254.00,3.00,2008-8-11 0:00:00,"CW",3.00,3.00,"C",7.30,"1","D",
"PLEASANT (MU",5254.00,3.00,2008-8-26 0:00:00,"CW",3.00,3.00,"C",5.20,"1","D",
"PLEASANT (MU",5254.00,3.00,2008-9-11 0:00:00,"CW",3.00,3.00,"C",5.20,"1","D",
"PLEASANT (MU",5254.00,3.00,2008-10-6 0:00:00,"CW",3.00,3.00,"C",4.80,"1","D",
"PLEASANT (MU",5254.00,3.00,2009-5-22 0:00:00,"CW",3.00,3.00,"C",4.50,"1","D",
"PLEASANT (MU",5254.00,3.00,2009-6-25 0:00:00,"CW",3.00,3.00,"C",6.10,"2","D",
"PLEASANT (MU",5254.00,3.00,2009-6-25 0:00:00,"CW",3.00,3.00,"C",6.20,"1","D",
"PLEASANT (MU",5254.00,3.00,2009-7-23 0:00:00,"CW",3.00,2.50,"C",10.00,"1","D",
"PLEASANT (MU",5254.00,3.00,2009-8-18 0:00:00,"CW",3.00,2.00,"C",13.00,"1","D",
"PLEASANT (MU",5254.00,3.00,2009-9-15 0:00:00,"CW",3.00,3.00,"C",6.40,"1","D",
"PLEASANT (MU",5254.00,3.00,2009-10-8 0:00:00,"CW",3.00,3.50,"C",3.60,"1","D",
"PLEASANT (MU",5254.00,3.00,2012-5-21 0:00:00,"CW",3.00,3.00,"C",7.20,"1","D",
"PLEASANT (MU",5254.00,3.00,2013-5-28 0:00:00,"CW",3.00,3.00,"C",7.20,"1","D",
"PLEASANT (MU",5254.00,3.00,2013-6-26 0:00:00,"CW",3.00,2.00,"C",11.00,"1","D",
"PLEASANT (MU",5254.00,3.00,2013-7-24 0:00:00,"CW",3.00,2.00,"C",8.10,"1","D",
"PLEASANT (MU",5254.00,3.00,2013-8-21 0:00:00,"CW",3.00,3.00,"C",5.40,"1","D",
"PLEASANT (MU",5254.00,3.00,2013-9-17 0:00:00,"CW",3.00,3.00,"C",7.20,"1","D",
"PLEASANT (MU",5254.00,3.00,2014-5-27 0:00:00,"CW",3.00,3.00,"C",8.00,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2014-6-24 0:00:00,"CW",3.00,3.00,"C",6.30,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2014-7-24 0:00:00,"CW",3.00,2.50,"C",6.50,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2014-8-6 0:00:00,"CW",3.00,2.00,"C",6.00,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2014-9-3 0:00:00,"CW",3.00,2.50,"C",14.00,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2015-5-28 0:00:00,"CW",3.00,3.00,"C",4.60,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2015-6-24 0:00:00,"CW",3.00,3.50,"C",3.30,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2015-7-22 0:00:00,"CW",3.00,3.50,"C",4.30,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2015-8-18 0:00:00,"CW",3.00,3.00,"C",4.60,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2015-9-18 0:00:00,"CW",3.00,3.00,"C",6.40,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2015-10-8 0:00:00,"CW",3.00,3.00,"C",11.00,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2016-5-10 0:00:00,"CW",3.00,3.00,"C",6.30,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2016-6-8 0:00:00,"CW",3.00,3.00,"C",3.50,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2016-7-13 0:00:00,"CW",3.00,3.00,"C",2.90,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2016-8-9 0:00:00,"CW",3.00,3.00,"C",3.20,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2016-9-7 0:00:00,"CW",3.00,3.00,"C",2.90,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2016-10-5 0:00:00,"CW",3.00,3.00,"C",3.10,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2017-5-16 0:00:00,"CW",3.00,3.00,"C",5.50,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2017-6-14 0:00:00,"CW",3.00,3.00,"C",16.00,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2017-7-14 0:00:00,"CW",3.00,3.00,"C",4.90,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2017-8-9 0:00:00,"CW",3.00,3.00,"C",5.50,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2017-9-8 0:00:00,"CW",3.00,3.00,"C",4.40,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2017-10-4 0:00:00,"CW",3.00,3.00,"C",3.30,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2018-5-24 0:00:00,"CW",3.00,3.00,"C",9.00,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2018-6-27 0:00:00,"CW",3.00,3.00,"C",8.00,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2018-7-25 0:00:00,"CW",3.00,3.50,"C",10.00,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2018-8-21 0:00:00,"CW",3.00,3.00,"C",6.00,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2018-9-17 0:00:00,"CW",3.00,3.50,"C",4.00,"1","HETL",
"PLEASANT (MU",5254.00,3.00,2018-10-16 0:00:00,"CW",3.00,3.50,"C",7.00,"1","HETL",
"PURGATORY P",5250.00,1.00,1983-8-3 0:00:00,"EI",2.00,3.00,"C",3.10,,,
"PURGATORY P",5250.00,1.00,1983-8-3 0:00:00,"EI",2.00,3.00,"C",4.30,,,
"PURGATORY P",5250.00,1.00,1996-5-31 0:00:00,"CW",3.00,4.00,"C",3.60,,,
"PURGATORY P",5250.00,1.00,1998-5-28 0:00:00,"CW",3.00,4.00,"C",2.76,"1","D",
"PURGATORY P",5250.00,1.00,1998-8-27 0:00:00,"CW",3.00,4.00,"C",5.21,"1","D",
"PURGATORY P",5250.00,1.00,1999-8-26 0:00:00,"CW",3.00,4.00,"C",5.83,"1","D",
"PURGATORY P",5250.00,1.00,2000-8-8 0:00:00,"CW",3.00,4.00,"C",5.80,"1","D",
"PURGATORY P",5250.00,1.00,2003-8-21 0:00:00,"CW",3.00,4.00,"C",5.70,"1","D",
"PURGATORY P",5250.00,1.00,2004-8-5 0:00:00,"CW",3.00,4.00,"C",2.80,"1","D",
"PURGATORY P",5250.00,1.00,2005-9-6 0:00:00,"CW",3.00,4.00,"C",7.00,"1","D",
"PURGATORY P",5250.00,1.00,2006-8-22 0:00:00,"CW",3.00,4.00,"C",9.40,"1","D",
"PURGATORY P",5250.00,1.00,2007-8-28 0:00:00,"CW",3.00,4.00,"C",3.10,"1","D",
"PURGATORY P",5250.00,1.00,2010-5-20 0:00:00,"CW",3.00,5.00,"C",4.20,"1","D",
"PURGATORY P",5250.00,1.00,2010-6-7 0:00:00,"CW",3.00,4.00,"C",13.00,"1","D",
"PURGATORY P",5250.00,1.00,2010-7-14 0:00:00,"CW",3.00,3.00,"C",3.70,"1","D",
"PURGATORY P",5250.00,1.00,2010-8-9 0:00:00,"CW",3.00,3.50,"C",3.70,"1","D",
"PURGATORY P",5250.00,1.00,2010-9-10 0:00:00,"CW",3.00,4.00,"C",4.20,"1","D",
"PURGATORY P",5250.00,1.00,2010-10-19 0:00:00,"CW",3.00,5.00,"C",2.90,"1","D",
"PURGATORY P",5250.00,1.00,2013-5-31 0:00:00,"CW",3.00,4.50,"C",11.00,"1","D",
"PURGATORY P",5250.00,1.00,2013-6-19 0:00:00,"CW",3.00,4.00,"C",7.90,"1","D",
"PURGATORY P",5250.00,1.00,2013-7-10 0:00:00,"CW",3.00,3.00,"C",13.00,"1","D",
"PURGATORY P",5250.00,1.00,2013-8-12 0:00:00,"CW",3.00,4.00,"C",6.60,"1","D",
"PURGATORY P",5250.00,1.00,2013-9-25 0:00:00,"CW",3.00,5.00,"C",12.00,"1","D",
"PURGATORY P",5250.00,1.00,2016-5-31 0:00:00,"CW",3.00,3.00,"C",4.00,"1","HETL",
"PURGATORY P",5250.00,1.00,2016-6-21 0:00:00,"CW",3.00,4.00,"C",2.70,"1","HETL",
"PURGATORY P",5250.00,1.00,2016-7-25 0:00:00,"CW",3.00,3.00,"C",1.80,"1","HETL",
"PURGATORY P",5250.00,1.00,2016-8-22 0:00:00,"CW",3.00,4.00,"C",3.30,"1","HETL",
"PURGATORY P",5250.00,1.00,2016-9-30 0:00:00,"CW",3.00,5.00,"C",8.60,"1","HETL",
"SAND P (TACO",5238.00,1.00,1976-4-20 0:00:00,"CW",3.00,,"C",1.30,,,
"SAND P (TACO",5238.00,1.00,1976-5-18 0:00:00,"CW",3.00,,"C",1.90,,,
"SAND P (TACO",5238.00,1.00,1976-6-13 0:00:00,"CW",3.00,,"C",2.70,,,
"SAND P (TACO",5238.00,1.00,1976-6-28 0:00:00,"CW",3.00,,"C",3.50,,,
"SAND P (TACO",5238.00,1.00,1976-7-11 0:00:00,"CW",3.00,,"C",2.70,,,
"SAND P (TACO",5238.00,1.00,1976-7-27 0:00:00,"CW",3.00,,"C",4.10,,,
"SAND P (TACO",5238.00,1.00,1976-8-6 0:00:00,"CW",3.00,,"C",11.00,,,
"SAND P (TACO",5238.00,1.00,1976-8-24 0:00:00,"CW",3.00,,"C",3.30,,,
"SAND P (TACO",5238.00,1.00,1976-9-6 0:00:00,"CW",3.00,,"C",2.50,,,
"SAND P (TACO",5238.00,1.00,1976-9-16 0:00:00,"CW",3.00,,"C",3.60,,,
"SAND P (TACO",5238.00,1.00,1976-10-5 0:00:00,"CW",3.00,,"C",3.60,,,
"SAND P (TACO",5238.00,1.00,1976-10-19 0:00:00,"CW",3.00,,"C",4.80,,,
"SAND P (TACO",5238.00,1.00,1979-5-1 0:00:00,"CW",3.00,10.00,"C",2.10,,,
"SAND P (TACO",5238.00,1.00,1979-6-26 0:00:00,"CW",3.00,10.00,"C",2.20,,,
"SAND P (TACO",5238.00,1.00,1979-7-11 0:00:00,"CW",3.00,10.00,"C",4.20,,,
"SAND P (TACO",5238.00,1.00,1979-7-31 0:00:00,"CW",3.00,10.00,"C",4.00,,,
"SAND P (TACO",5238.00,1.00,1979-8-21 0:00:00,"CW",3.00,10.00,"C",3.40,,,
"SAND P (TACO",5238.00,1.00,1980-4-25 0:00:00,"CW",3.00,10.00,"C",3.40,,,
"SAND P (TACO",5238.00,1.00,1980-4-25 0:00:00,"CW",3.00,10.00,"C",3.60,,,
"SAND P (TACO",5238.00,1.00,1983-9-1 0:00:00,"EI",2.00,6.00,"C",1.00,,,
"SAND P (TACO",5238.00,1.00,1992-5-27 0:00:00,"CW",3.00,6.00,"C",6.70,,,
"SAND P (TACO",5238.00,1.00,1992-6-16 0:00:00,"CW",3.00,6.00,"C",2.20,,,
"SAND P (TACO",5238.00,1.00,1992-7-28 0:00:00,"CW",3.00,6.00,"C",3.50,,,
"SAND P (TACO",5238.00,1.00,1992-8-27 0:00:00,"CW",3.00,6.00,"C",2.20,,,
"SAND P (TACO",5238.00,1.00,1992-9-24 0:00:00,"CW",3.00,7.00,"C",1.50,,,
"SAND P (TACO",5238.00,1.00,1998-5-14 0:00:00,"CW",3.00,10.00,"C",2.25,"1","D",
"SAND P (TACO",5238.00,1.00,1998-6-19 0:00:00,"CW",3.00,7.00,"C",2.13,"1","D",
"SAND P (TACO",5238.00,1.00,1998-7-16 0:00:00,"CW",3.00,4.00,"C",5.91,"1","D",
"SAND P (TACO",5238.00,1.00,1998-8-13 0:00:00,"CW",3.00,5.00,"C",2.78,"1","D",
"SAND P (TACO",5238.00,1.00,1998-9-16 0:00:00,"CW",3.00,7.00,"C",3.54,"1","D",
"SAND P (TACO",5238.00,1.00,1998-10-19 0:00:00,"CW",3.00,10.00,"C",2.42,"1","D",
"SAND P (TACO",5238.00,1.00,2001-5-8 0:00:00,"CW",3.00,4.00,"C",1.90,"1","D",
"SAND P (TACO",5238.00,1.00,2001-6-5 0:00:00,"CW",3.00,5.00,"C",1.80,"1","D",
"SAND P (TACO",5238.00,1.00,2001-7-3 0:00:00,"CW",3.00,5.00,"C",2.10,"1","D",
"SAND P (TACO",5238.00,1.00,2001-8-15 0:00:00,"CW",3.00,6.00,"C",2.00,"1","D",
"SAND P (TACO",5238.00,1.00,2001-9-20 0:00:00,"CW",3.00,7.00,"C",4.80,"1","D",
"SAND P (TACO",5238.00,1.00,2001-10-10 0:00:00,"CW",3.00,9.00,"C",2.70,"1","D",
"SAND P (TACO",5238.00,1.00,2004-5-17 0:00:00,"CW",3.00,5.00,"C",2.40,"1","D",
"SAND P (TACO",5238.00,1.00,2004-6-14 0:00:00,"CW",3.00,7.00,"C",4.50,"1","D",
"SAND P (TACO",5238.00,1.00,2004-7-6 0:00:00,"CW",3.00,5.00,"C",3.00,"1","D",
"SAND P (TACO",5238.00,1.00,2004-8-9 0:00:00,"CW",3.00,6.00,"C",2.40,"1","D",
"SAND P (TACO",5238.00,1.00,2004-9-10 0:00:00,"CW",3.00,7.00,"C",2.40,"1","D",
"SAND P (TACO",5238.00,1.00,2004-10-8 0:00:00,"CW",3.00,9.00,"C",2.70,"1","D",
"SAND P (TACO",5238.00,1.00,2007-5-21 0:00:00,"CW",3.00,6.00,"C",3.20,"1","D",
"SAND P (TACO",5238.00,1.00,2007-6-12 0:00:00,"CW",3.00,5.00,"C",2.70,"1","D",
"SAND P (TACO",5238.00,1.00,2007-7-6 0:00:00,"CW",3.00,7.00,"C",4.30,"1","D",
"SAND P (TACO",5238.00,1.00,2007-8-7 0:00:00,"CW",3.00,6.00,"C",2.10,"1","D",
"SAND P (TACO",5238.00,1.00,2007-9-17 0:00:00,"CW",3.00,8.00,"C",2.80,"1","D",
"SAND P (TACO",5238.00,1.00,2007-11-5 0:00:00,"CW",3.00,10.00,"C",3.50,"1","D",
"SAND P (TACO",5238.00,1.00,2010-5-26 0:00:00,"CW",3.00,5.00,"C",2.60,"1","D",
"SAND P (TACO",5238.00,1.00,2010-6-18 0:00:00,"CW",3.00,5.00,"C",2.10,"1","D",
"SAND P (TACO",5238.00,1.00,2010-6-18 0:00:00,"CW",3.00,5.00,"C",2.10,"2","D",
"SAND P (TACO",5238.00,1.00,2010-7-28 0:00:00,"CW",3.00,6.00,"C",2.00,"1","D",
"SAND P (TACO",5238.00,1.00,2010-8-18 0:00:00,"CW",3.00,6.00,"C",1.80,"1","D",
"SAND P (TACO",5238.00,1.00,2010-9-21 0:00:00,"CW",3.00,8.00,"C",1.80,"1","D",
"SAND P (TACO",5238.00,1.00,2010-10-28 0:00:00,"CW",3.00,10.00,"C",2.30,"1","D",
"SAND P (TACO",5238.00,1.00,2013-5-28 0:00:00,"CW",3.00,9.00,"C",1.80,"1","D",
"SAND P (TACO",5238.00,1.00,2013-6-20 0:00:00,"CW",3.00,7.00,"C",3.00,"1","D",
"SAND P (TACO",5238.00,1.00,2013-7-12 0:00:00,"CW",3.00,7.00,"C",4.20,"1","D",
"SAND P (TACO",5238.00,1.00,2013-8-15 0:00:00,"CW",3.00,7.00,"C",3.40,"1","D",
"SAND P (TACO",5238.00,1.00,2013-9-19 0:00:00,"CW",3.00,7.00,"C",2.80,"1","D",
"SAND P (TACO",5238.00,1.00,2016-5-26 0:00:00,"CW",3.00,6.00,"C",2.30,"1","HETL",
"SAND P (TACO",5238.00,1.00,2016-6-23 0:00:00,"CW",3.00,7.00,"C",3.00,"1","HETL",
"SAND P (TACO",5238.00,1.00,2016-7-28 0:00:00,"CW",3.00,9.00,"C",2.50,"1","HETL",
"SAND P (TACO",5238.00,1.00,2016-8-26 0:00:00,"CW",3.00,8.00,"C",4.70,"1","HETL",
"SAND P (TACO",5238.00,1.00,2016-9-26 0:00:00,"CW",3.00,8.00,"C",1.70,"1","HETL",
"SAND P (TACO",5238.00,1.00,2016-10-11 0:00:00,"CW",3.00,9.00,"C",1.60,"1","HETL",
"SHED P",5300.00,1.00,2005-9-12 0:00:00,"CW",3.00,1.50,"C",3.50,"1","D",
"SHED P",5300.00,1.00,2006-8-24 0:00:00,"CW",3.00,1.00,"C",7.40,"1","D",
"SHED P",5300.00,1.00,2007-8-28 0:00:00,"CW",3.00,1.00,"C",8.90,"1","D",
"SHED P",5300.00,1.00,2008-8-25 0:00:00,"CW",3.00,0.50,"G",8.60,"1","D",
"SHED P",5300.00,1.00,2009-8-19 0:00:00,"CW",3.00,1.50,"C",6.20,"1","D",
"SHED P",5300.00,1.00,2010-8-26 0:00:00,"CW",3.00,2.00,"C",4.70,"1","D",
"SHED P",5300.00,1.00,2011-8-23 0:00:00,"CW",3.00,2.00,"C",35.00,"1","D",
"SHED P",5300.00,1.00,2012-8-28 0:00:00,"CW",3.00,2.50,"C",7.40,"1","D",
"SHED P",5300.00,1.00,2013-8-27 0:00:00,"CW",3.00,2.00,"C",7.00,"1","D",
"SHED P",5300.00,1.00,2014-8-28 0:00:00,"CW",3.00,2.00,"C",7.50,"1","HETL",
"SHED P",5300.00,1.00,2015-8-10 0:00:00,"CW",3.00,2.50,"C",7.90,"1","HETL",
"SHED P",5300.00,1.00,2016-8-23 0:00:00,"CW",3.00,2.00,"C",4.90,"1","HETL",
"SHED P",5300.00,1.00,2017-8-24 0:00:00,"CW",3.00,2.00,"C",4.10,"1","HETL",
"SHED P",5300.00,1.00,2018-8-30 0:00:00,"CW",3.00,2.50,"C",4.00,"1","HETL",
"TORSEY (GREE",5307.00,1.00,1976-4-22 0:00:00,"CW",3.00,,"C",2.20,,,
"TORSEY (GREE",5307.00,1.00,1976-5-17 0:00:00,"CW",3.00,,"C",1.60,,,
"TORSEY (GREE",5307.00,1.00,1976-6-14 0:00:00,"CW",3.00,,"C",3.80,,,
"TORSEY (GREE",5307.00,1.00,1976-6-24 0:00:00,"CW",3.00,,"C",4.50,,,
"TORSEY (GREE",5307.00,1.00,1976-7-13 0:00:00,"CW",3.00,,"C",12.70,,,
"TORSEY (GREE",5307.00,1.00,1976-7-22 0:00:00,"CW",3.00,,"C",9.10,,,
"TORSEY (GREE",5307.00,1.00,1976-8-11 0:00:00,"CW",3.00,,"C",4.40,,,
"TORSEY (GREE",5307.00,1.00,1976-8-19 0:00:00,"CW",3.00,,"C",4.80,,,
"TORSEY (GREE",5307.00,1.00,1976-9-8 0:00:00,"CW",3.00,,"C",3.80,,,
"TORSEY (GREE",5307.00,1.00,1976-9-22 0:00:00,"CW",3.00,,"C",4.70,,,
"TORSEY (GREE",5307.00,1.00,1976-10-5 0:00:00,"CW",3.00,,"C",6.10,,,
"TORSEY (GREE",5307.00,1.00,1976-10-27 0:00:00,"CW",3.00,,"C",4.30,,,
"TORSEY (GREE",5307.00,1.00,1978-6-28 0:00:00,"CW",3.00,5.00,"C",7.10,,,
"TORSEY (GREE",5307.00,1.00,1978-7-14 0:00:00,"CW",3.00,5.00,"C",1.80,,,
"TORSEY (GREE",5307.00,1.00,1978-8-9 0:00:00,"CW",3.00,0.00,"G",2.40,,,
"TORSEY (GREE",5307.00,1.00,1978-9-14 0:00:00,"CW",3.00,5.00,"C",4.30,,,
"TORSEY (GREE",5307.00,1.00,1979-4-26 0:00:00,"CW",3.00,10.00,"C",3.60,,,
"TORSEY (GREE",5307.00,1.00,1979-6-18 0:00:00,"CW",3.00,7.00,"C",7.40,,,
"TORSEY (GREE",5307.00,1.00,1979-7-20 0:00:00,"CW",3.00,7.00,"C",5.50,,,
"TORSEY (GREE",5307.00,1.00,1979-7-24 0:00:00,"CW",3.00,5.00,"C",3.20,,,
"TORSEY (GREE",5307.00,1.00,1979-8-6 0:00:00,"EI",2.00,6.00,"C",2.80,,,
"TORSEY (GREE",5307.00,1.00,1979-8-24 0:00:00,"CW",3.00,7.00,"C",3.10,,,
"TORSEY (GREE",5307.00,1.00,1979-9-21 0:00:00,"CW",3.00,9.00,"C",3.40,,,
"TORSEY (GREE",5307.00,1.00,1980-4-25 0:00:00,"CW",3.00,10.00,"C",5.30,,,
"TORSEY (GREE",5307.00,1.00,1981-6-13 0:00:00,"CW",3.00,8.00,"C",2.20,,,
"TORSEY (GREE",5307.00,1.00,1981-7-17 0:00:00,"CW",3.00,6.00,"C",6.60,,,
"TORSEY (GREE",5307.00,1.00,1981-8-11 0:00:00,"CW",3.00,6.00,"C",3.40,,,
"TORSEY (GREE",5307.00,1.00,1981-9-9 0:00:00,"CW",3.00,7.00,"C",3.70,,,
"TORSEY (GREE",5307.00,1.00,1981-10-14 0:00:00,"CW",3.00,10.00,"C",4.50,,,
"TORSEY (GREE",5307.00,1.00,1982-3-23 0:00:00,"CW",3.00,10.00,"C",0.40,,,
"TORSEY (GREE",5307.00,1.00,1982-5-17 0:00:00,"CW",3.00,10.00,"C",3.40,,,
"TORSEY (GREE",5307.00,1.00,1982-7-7 0:00:00,"CW",3.00,6.00,"C",3.00,,,
"TORSEY (GREE",5307.00,1.00,1982-8-4 0:00:00,"CW",3.00,6.00,"C",2.60,,,
"TORSEY (GREE",5307.00,1.00,1982-8-4 0:00:00,"CW",3.00,6.00,"C",2.80,,,
"TORSEY (GREE",5307.00,1.00,1982-9-8 0:00:00,"CW",3.00,7.00,"C",2.60,,,
"TORSEY (GREE",5307.00,1.00,1982-10-5 0:00:00,"CW",3.00,9.00,"C",4.00,,,
"TORSEY (GREE",5307.00,1.00,1982-11-9 0:00:00,"CW",3.00,10.00,"C",3.80,,,
"TORSEY (GREE",5307.00,1.00,1982-11-9 0:00:00,"CW",3.00,10.00,"C",3.90,,,
"TORSEY (GREE",5307.00,1.00,1991-5-22 0:00:00,"CW",3.00,10.00,"C",2.10,,,
"TORSEY (GREE",5307.00,1.00,1991-6-19 0:00:00,"CW",3.00,6.00,"C",4.60,,,
"TORSEY (GREE",5307.00,1.00,1991-7-30 0:00:00,"CW",3.00,6.00,"C",3.00,,,
"TORSEY (GREE",5307.00,1.00,1991-8-15 0:00:00,"CW",3.00,6.00,"C",3.80,,,
"TORSEY (GREE",5307.00,1.00,1991-9-9 0:00:00,"CW",3.00,7.00,"C",3.10,,,
"TORSEY (GREE",5307.00,1.00,1992-8-21 0:00:00,"CW",3.00,6.00,"C",2.30,,,
"TORSEY (GREE",5307.00,1.00,1993-8-13 0:00:00,"CW",3.00,6.00,"C",4.40,,,
"TORSEY (GREE",5307.00,1.00,1994-5-11 0:00:00,"CW",3.00,10.00,"C",4.80,,,
"TORSEY (GREE",5307.00,1.00,1994-6-15 0:00:00,"CW",3.00,5.00,"C",3.60,,,
"TORSEY (GREE",5307.00,1.00,1994-7-13 0:00:00,"CW",3.00,5.00,"C",4.90,,,
"TORSEY (GREE",5307.00,1.00,1994-8-19 0:00:00,"CW",3.00,6.00,"C",4.30,,,
