"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","TIME","SURVEYOR1","SURVEYOR2","SURVEYOR3","SURVEYOR4","WINDVEL","WINDDIR","CLOUDCVR","SECCHI","SECCBOT","SCOPE","REP","QA_CERT","GLOEO","COMMENTS"
"SAND P (TACO",5238.00,1.00,2008-10-9 0:00:00,"CW",3.00,"1235","ELLIS,JIM","BURTON,RYAN",,,5.00,6.00,"B",6.97,"N","4","1","EL-2095",,
"SAND P (TACO",5238.00,1.00,2009-6-4 0:00:00,"CW",3.00,"1310","BURTON,RYAN","DENNIS,WENDY",,,4.00,1.00,"B",5.40,"N","4","1","DE-0023",,
"SAND P (TACO",5238.00,1.00,2009-7-6 0:00:00,"CW",3.00,"1247","BURTON,RYAN","DENNIS,MARK",,,0.00,0.00,"B",6.93,"N","4","1","DE-2261",,
"SAND P (TACO",5238.00,1.00,2009-8-3 0:00:00,"CW",3.00,"1358","BURTON,RYAN","DENNIS,MARK",,,3.00,5.00,"B",5.72,"N","4","1","DE-2261",,
"SAND P (TACO",5238.00,1.00,2009-9-8 0:00:00,"CW",3.00,"1414","BURTON,RYAN","DENNIS,WENDY",,,1.00,8.00,"B",6.92,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2009-9-8 0:00:00,"CW",3.00,"1414","BURTON,RYAN","DENNIS,WENDY",,,1.00,8.00,"B",7.05,"N","4","2","BU-0773",,
"SAND P (TACO",5238.00,1.00,2009-9-8 0:00:00,"CW",3.00,"1414","BURTON,RYAN","DENNIS,WENDY",,,1.00,8.00,"B",7.42,"N","4","2","DE-0023",,
"SAND P (TACO",5238.00,1.00,2009-9-8 0:00:00,"CW",3.00,"1414","BURTON,RYAN","DENNIS,WENDY",,,1.00,8.00,"B",7.44,"N","4","1","DE-0023",,
"SAND P (TACO",5238.00,1.00,2009-10-2 0:00:00,"CW",3.00,"1410","BURTON,RYAN","DENNIS,WENDY",,,2.00,8.00,"C",6.21,"N","4","1","DE-0023",,
"SAND P (TACO",5238.00,1.00,2010-5-26 0:00:00,"CW",3.00,"1302","BURTON,RYAN","DENNIS,MARK",,,10.00,2.00,"B",5.07,"N","4","1","DE-2261",,
"SAND P (TACO",5238.00,1.00,2010-6-18 0:00:00,"CW",3.00,"1329","BURTON,RYAN","DENNIS,MARK",,,2.00,7.00,"B",7.27,"N","4","1","DE-2261",,
"SAND P (TACO",5238.00,1.00,2010-7-28 0:00:00,"CW",3.00,"1220","BURTON,RYAN","DENNIS,MARK",,,10.00,5.00,"B",7.28,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2010-8-18 0:00:00,"CW",3.00,"1139","BURTON,RYAN","DENNIS,MARK",,,3.00,6.00,"C",7.17,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2010-9-21 0:00:00,"CW",3.00,"1202","BURTON,RYAN","DENNIS,WENDY",,,6.00,8.00,"B",7.80,"N","4","1","DE-0023",,
"SAND P (TACO",5238.00,1.00,2010-10-28 0:00:00,"CW",3.00,"1320","BURTON,RYAN","DENNIS,WENDY",,,9.00,5.00,"B",6.88,"N","4","1","DE-0023",,
"SAND P (TACO",5238.00,1.00,2011-6-2 0:00:00,"CW",3.00,"1233","BURTON,RYAN","DENNIS,MARK",,,10.00,6.00,"C",5.36,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2011-6-21 0:00:00,"CW",3.00,"1325","BURTON,RYAN","DENNIS,MARK",,,1.00,1.00,"B",5.81,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2011-6-21 0:00:00,"CW",3.00,"1325","BURTON,RYAN","DENNIS,MARK",,,1.00,1.00,"B",6.00,"N","4","1","DE-2261",,
"SAND P (TACO",5238.00,1.00,2011-7-13 0:00:00,"CW",3.00,"1236","BURTON,RYAN","DENNIS,MARK",,,2.00,2.00,"C",6.92,"N","4","1","DE-2261",,
"SAND P (TACO",5238.00,1.00,2011-8-16 0:00:00,"CW",3.00,"1209","BURTON,RYAN","DENNIS,MARK",,,1.00,7.00,"O",6.80,"N","4","1","DE-2261",,
"SAND P (TACO",5238.00,1.00,2011-9-28 0:00:00,"CW",3.00,"1325","BURTON,RYAN","DENNIS,WENDY",,,4.00,5.00,"C",7.83,"N","4","1","DE-0023",,
"SAND P (TACO",5238.00,1.00,2012-5-31 0:00:00,"CW",3.00,"1329","Burton,Ryan","Shute,Hannah",,,9.00,2.00,"C",5.89,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2012-5-31 0:00:00,"CW",3.00,"1329","Burton,Ryan","Shute,Hannah",,,9.00,2.00,"C",5.92,"N","4","1","SH-2486",,
"SAND P (TACO",5238.00,1.00,2012-6-17 0:00:00,"EI",3.00,"1200","CHAMPAGNE",,,,10.00,6.00,"B",4.60,"N","3","1","CH-0586",,
"SAND P (TACO",5238.00,1.00,2012-6-20 0:00:00,"CW",3.00,"1458","Burton,Ryan","Shute,Hannah",,,4.00,8.00,"B",5.74,"N","4","1","SH-2486",,
"SAND P (TACO",5238.00,1.00,2012-6-20 0:00:00,"CW",3.00,"1458","Burton,Ryan","Shute,Hannah",,,4.00,8.00,"B",5.81,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2012-7-8 0:00:00,"EI",3.00,"1100","CHAMPAGNE",,,,10.00,5.00,"C",5.20,"N","3","1","CH-0586",,
"SAND P (TACO",5238.00,1.00,2012-7-10 0:00:00,"EI",3.00,"1400","CHAMPAGNE",,,,20.00,2.00,"C",5.50,"N","3","1","CH-0586",,
"SAND P (TACO",5238.00,1.00,2012-7-13 0:00:00,"CW",3.00,"1258","Burton,Ryan","Shute,Hannah",,,0.00,0.00,"B",5.87,"N","4","1","SH-2486",,
"SAND P (TACO",5238.00,1.00,2012-7-26 0:00:00,"CW",3.00,"1305","Burton,Ryan","Shute,Hannah",,,0.00,0.00,"O",4.62,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2012-7-26 0:00:00,"CW",3.00,"1305","Burton,Ryan","Shute,Hannah",,,0.00,0.00,"O",4.64,"N","4","1","SH-2486",,
"SAND P (TACO",5238.00,1.00,2012-7-27 0:00:00,"CW",3.00,"1336","Burton,Ryan","Shute,Hannah",,,1.00,4.00,"C",4.66,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2012-7-27 0:00:00,"CW",3.00,"1336","Burton,Ryan","Shute,Hannah",,,1.00,4.00,"C",4.73,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2012-8-17 0:00:00,"CW",3.00,"1252","Burton,Ryan","Shute,Hannah",,,4.00,5.00,"B",5.93,"N","4","1","SH-2486",,
"SAND P (TACO",5238.00,1.00,2012-8-30 0:00:00,"CW",3.00,"1455","Burton,Ryan","Shute,Hannah",,,6.00,6.00,"B",7.12,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2012-9-21 0:00:00,"CW",3.00,"1300","Burton,Ryan","Dennis,Wendy",,,0.00,0.00,"O",6.90,"N","4","1","DE-0023",,
"SAND P (TACO",5238.00,1.00,2013-5-28 0:00:00,"CW",3.00,"1402","Burton,Ryan","Shute,Hannah",,,4.00,6.00,"B",7.35,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2013-6-20 0:00:00,"CW",3.00,"1514","Burton,Ryan","Shute,Hannah",,,1.00,6.00,"B",6.81,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2013-7-12 0:00:00,"CW",3.00,"1440","Burton,Ryan","Shute,Hannah",,,4.00,2.00,"B",8.17,"N","4","1","SH-2486",,
"SAND P (TACO",5238.00,1.00,2013-8-15 0:00:00,"CW",3.00,"1449","Burton,Ryan","Shute,Hannah",,,2.00,6.00,"B",7.34,"N","4","1","SH-2486",,
"SAND P (TACO",5238.00,1.00,2013-8-30 0:00:00,"CW",3.00,"1420","Burton,Ryan","Shute,Hannah",,,5.00,6.00,"B",7.82,"N","4","1","SH-2486",,
"SAND P (TACO",5238.00,1.00,2013-9-19 0:00:00,"CW",3.00,"1357","Burton,Ryan","Shute,Hannah",,,3.00,6.00,"B",7.09,"N","4","1","SH-2486",,
"SAND P (TACO",5238.00,1.00,2013-10-11 0:00:00,"CW",3.00,"1354","Burton,Ryan","Burton,Amanda",,,5.00,2.00,"C",6.34,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2014-6-3 0:00:00,"CW",3.00,"1230","Burton,Ryan","Bond,Meryl",,,14.00,3.00,"B",6.44,"N","4","1","BO-2655",,
"SAND P (TACO",5238.00,1.00,2014-6-3 0:00:00,"CW",3.00,"1230","Burton,Ryan","Bond,Meryl",,,14.00,3.00,"B",6.49,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2014-6-17 0:00:00,"CW",3.00,"1239","Burton,Ryan","Bond,Meryl",,,3.00,5.00,"B",7.31,"N","4","1","BO-2655",,
"SAND P (TACO",5238.00,1.00,2014-6-17 0:00:00,"CW",3.00,"1239","Burton,Ryan","Bond,Meryl",,,3.00,5.00,"B",7.47,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2014-7-18 0:00:00,"CW",3.00,"1330","Burton,Ryan","Bond,Meryl",,,4.00,7.00,"B",7.07,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2014-7-18 0:00:00,"CW",3.00,"1330","Burton,Ryan","Bond,Meryl",,,4.00,7.00,"B",7.09,"N","4","1","BO-2655",,
"SAND P (TACO",5238.00,1.00,2014-7-24 0:00:00,"EI",3.00,"1412","SAUNDERS,JOE",,,,2.00,1.00,"C",7.11,"N","4","1","SA-2246",,
"SAND P (TACO",5238.00,1.00,2014-8-8 0:00:00,"EI",3.00,"1300","SAUNDERS,JOE",,,,9.00,1.00,"B",7.80,"N","4","1","SA-2246",,
"SAND P (TACO",5238.00,1.00,2014-8-18 0:00:00,"CW",3.00,"1300","Burton,Ryan","Bond,Meryl",,,19.00,8.00,"C",5.96,"N","4","1","BO-2655",,
"SAND P (TACO",5238.00,1.00,2014-8-29 0:00:00,"CW",3.00,"1200","Burton,Ryan","Bond,Meryl",,,18.00,8.00,"B",7.89,"N","4","1","BO-2655",,
"SAND P (TACO",5238.00,1.00,2014-8-29 0:00:00,"CW",3.00,"1200","Burton,Ryan","Bond,Meryl",,,18.00,8.00,"B",7.92,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2014-9-3 0:00:00,"EI",3.00,"1233","SAUNDERS,JOE",,,,2.00,8.00,"B",7.28,"N","4","1","SA-2246",,
"SAND P (TACO",5238.00,1.00,2014-9-17 0:00:00,"EI",3.00,"1306","SAUNDERS,JOE",,,,7.00,5.00,"B",7.15,"N","4","1","SA-2246",,
"SAND P (TACO",5238.00,1.00,2014-9-19 0:00:00,"CW",3.00,"1330","Burton,Ryan","Dennis,Wendy",,,8.00,1.00,"B",7.60,"N","4","1","DE-0023",,
"SAND P (TACO",5238.00,1.00,2014-9-19 0:00:00,"CW",3.00,"1330","Burton,Ryan","Dennis,Wendy",,,8.00,1.00,"B",7.78,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2014-10-3 0:00:00,"EI",3.00,"1340","SAUNDERS,JOE",,,,3.00,1.00,"B",7.70,"N","4","1","SA-2246",,
"SAND P (TACO",5238.00,1.00,2014-10-10 0:00:00,"CW",3.00,"1200","Burton,Ryan","Dennis,Mark",,,10.00,7.00,"B",7.38,"N","4","1","DE-2261",,
"SAND P (TACO",5238.00,1.00,2014-10-10 0:00:00,"CW",3.00,"1200","Burton,Ryan","Dennis,Mark",,,10.00,7.00,"B",7.54,"N","4","1","BU-0773",,
"SAND P (TACO",5238.00,1.00,2014-10-15 0:00:00,"EI",3.00,"1235","SAUNDERS,JOE",,,,1.00,5.00,"O",6.65,"N","4","1","SA-2246",,
"SAND P (TACO",5238.00,1.00,2015-5-21 0:00:00,"EI",3.00,"1430","SAUNDERS; JOE",,,,10.00,4.00,"C",6.85,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2015-6-3 0:00:00,"EI",3.00,"1425","SAUNDERS; JOE",,,,10.00,1.00,"O",6.05,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2015-6-5 0:00:00,"CW",3.00,"1345","Burton;Ryan","Bond;Meryl",,,16.00,5.00,"B",5.98,"N","4","1","BO-2655",9.90,
"SAND P (TACO",5238.00,1.00,2015-6-17 0:00:00,"EI",3.00,"1315","SAUNDERS; JOE",,,,7.00,2.00,"B",7.73,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2015-6-19 0:00:00,"CW",3.00,"1245","Burton;Ryan","Bond;Meryl",,,15.00,8.00,,7.98,"N","4","1","BO-2655",9.90,
"SAND P (TACO",5238.00,1.00,2015-6-30 0:00:00,"EI",3.00,"1255","SAUNDERS; JOE",,,,1.00,5.00,"B",7.25,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2015-7-14 0:00:00,"EI",3.00,"1355","SAUNDERS; JOE",,,,10.00,6.00,"C",7.18,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2015-7-17 0:00:00,"CW",3.00,"1330","Burton;Ryan","Bond;Meryl",,,10.00,6.00,"B",7.45,"N","4","1","BO-2655",9.90,
"SAND P (TACO",5238.00,1.00,2015-7-30 0:00:00,"EI",3.00,"1310","SAUNDERS; JOE",,,,2.00,5.00,"B",6.76,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2015-8-12 0:00:00,"CW",3.00,"1245","Burton;Ryan","Bond;Meryl",,,8.00,1.00,"C",8.30,"N","4","1","BO-2655",9.90,
"SAND P (TACO",5238.00,1.00,2015-8-13 0:00:00,"EI",3.00,"1300","SAUNDERS; JOE",,,,2.00,6.00,"B",7.95,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2015-8-27 0:00:00,"EI",3.00,"1320","SAUNDERS; JOE",,,,7.00,8.00,"C",7.96,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2015-9-10 0:00:00,"EI",3.00,"1350","SAUNDERS; JOE",,,,4.00,1.00,"O",7.71,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2015-9-15 0:00:00,"CW",3.00,"1230","Burton;Ryan","Dennis;Mark",,,4.00,7.00,"B",8.32,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2015-9-15 0:00:00,"CW",3.00,"1230","Burton;Ryan","Dennis;Mark",,,4.00,7.00,"B",8.50,"N","4","1","DE-2261",9.90,
"SAND P (TACO",5238.00,1.00,2015-9-24 0:00:00,"EI",3.00,"1205","SAUNDERS; JOE",,,,5.00,2.00,"B",8.22,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2015-10-7 0:00:00,"EI",3.00,"1325","SAUNDERS; JOE",,,,1.00,6.00,"C",6.51,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2015-10-15 0:00:00,"CW",3.00,"1250","Burton;Ryan","Dennis;Mark",,,2.00,5.00,"B",8.50,"N","4","1","DE-2261",9.90,
"SAND P (TACO",5238.00,1.00,2015-10-15 0:00:00,"CW",3.00,"1250","Burton;Ryan","Dennis;Mark",,,2.00,5.00,"B",8.71,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2015-10-21 0:00:00,"EI",3.00,"1340","SAUNDERS; JOE",,,,0.00,0.00,"B",7.81,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2016-5-26 0:00:00,"CW",3.00,"1220","Burton;Ryan","Bond;Meryl",,,5.00,8.00,"B",6.86,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2016-6-9 0:00:00,"EI",3.00,"1135","SAUNDERS; JOE",,,,3.00,8.00,"C",6.05,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2016-6-23 0:00:00,"CW",3.00,"1215","Burton;Ryan","Bond;Meryl",,,10.00,5.00,"B",7.26,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2016-6-23 0:00:00,"EI",3.00,"1245","SAUNDERS; JOE",,,,2.00,6.00,"B",7.46,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2016-7-15 0:00:00,"CW",3.00,"1230","Burton;Ryan","Bond;Meryl",,,4.00,5.00,"B",8.21,"N","4","1","BO-2655",9.90,
"SAND P (TACO",5238.00,1.00,2016-7-21 0:00:00,"EI",3.00,"1140","SAUNDERS; JOE",,,,1.00,8.00,"B",8.22,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2016-7-28 0:00:00,"CW",3.00,"1010","Burton;Ryan","Bond;Meryl",,,0.00,0.00,"B",8.98,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2016-7-28 0:00:00,"CW",3.00,"1010","Burton;Ryan","Bond;Meryl",,,0.00,0.00,"B",9.21,"N","4","1","BO-2655",9.90,
"SAND P (TACO",5238.00,1.00,2016-8-3 0:00:00,"EI",3.00,"1025","SAUNDERS; JOE",,,,0.00,0.00,"B",8.54,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2016-8-12 0:00:00,"CW",3.00,"1100","Burton;Ryan","Bond;Meryl",,,4.00,5.00,"B",8.69,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2016-8-12 0:00:00,"CW",3.00,"1100","Burton;Ryan","Bond;Meryl",,,4.00,5.00,"B",8.74,"N","4","1","BO-2655",9.90,
"SAND P (TACO",5238.00,1.00,2016-8-17 0:00:00,"EI",3.00,"1150","SAUNDERS; JOE",,,,6.00,8.00,"O",8.05,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2016-8-26 0:00:00,"CW",3.00,"1333","Burton;Ryan","Bond;Meryl",,,0.00,0.00,"B",8.14,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2016-9-1 0:00:00,"EI",3.00,"1115","SAUNDERS; JOE",,,,3.00,8.00,"C",8.05,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2016-9-15 0:00:00,"EI",3.00,"1215","SAUNDERS; JOE",,,,1.00,1.00,"C",7.95,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2016-9-26 0:00:00,"CW",3.00,"1230","Burton;Ryan","Dennis;Wendy",,,2.00,2.00,"B",8.74,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2016-9-26 0:00:00,"CW",3.00,"1230","Burton;Ryan","Dennis;Wendy",,,2.00,2.00,"B",8.80,"N","4","1","DE-0023",9.90,
"SAND P (TACO",5238.00,1.00,2016-10-11 0:00:00,"CW",3.00,"1307","Burton;Ryan","Dennis;Wendy",,,0.00,0.00,"B",8.64,"N","4","1","DE-0023",9.90,
"SAND P (TACO",5238.00,1.00,2016-10-11 0:00:00,"CW",3.00,"1307","Burton;Ryan","Dennis;Wendy",,,0.00,0.00,"B",8.64,"N","4","2","DE-0023",9.90,
"SAND P (TACO",5238.00,1.00,2017-5-24 0:00:00,"EI",3.00,"1300","SAUNDERS;JOE",,,,0.00,0.00,"O",7.60,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2017-6-2 0:00:00,"CW",3.00,"1212","BURTON;RYAN","DENNIS;WENDY",,,2.00,7.00,"B",6.68,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2017-6-2 0:00:00,"CW",3.00,"1212","BURTON;RYAN","DENNIS;WENDY",,,2.00,7.00,"B",6.72,"N","4","1","DE-0023",9.90,
"SAND P (TACO",5238.00,1.00,2017-6-7 0:00:00,"EI",3.00,"1130","SAUNDERS;JOE",,,,3.00,1.00,"B",7.55,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2017-6-22 0:00:00,"EI",3.00,"1115","SAUNDERS;JOE",,,,2.00,5.00,"B",6.58,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2017-7-5 0:00:00,"CW",3.00,"1155","BURTON;RYAN","HUTCHINSON;ERICKA",,,2.00,6.00,"B",6.77,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2017-7-5 0:00:00,"CW",3.00,"1155","BURTON;RYAN","HUTCHINSON;ERICKA",,,2.00,6.00,"B",6.88,"N","4","1","HU-1910",9.90,
"SAND P (TACO",5238.00,1.00,2017-7-19 0:00:00,"EI",3.00,"1255","SAUNDERS;JOE",,,,0.00,0.00,"C",7.18,"N","4","1","SA-2246",9.90,
"SAND P (TACO",5238.00,1.00,2017-7-28 0:00:00,"CW",3.00,"1240","BURTON;RYAN","DENNIS;WENDY",,,6.00,8.00,"B",8.34,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2017-7-28 0:00:00,"CW",3.00,"1240","BURTON;RYAN","DENNIS;WENDY",,,6.00,8.00,"B",8.39,"N","4","1","DE-0023",9.90,
"SAND P (TACO",5238.00,1.00,2017-8-28 0:00:00,"CW",3.00,"1429","BURTON;RYAN","DENNIS;WENDY",,,0.00,0.00,"B",7.74,"N","4","1","DE-0023",9.90,
"SAND P (TACO",5238.00,1.00,2017-9-22 0:00:00,"CW",3.00,"1332","BURTON;RYAN","DENNIS;WENDY",,,12.00,1.00,"C",7.89,"N","4","1","DE-0023",9.90,
"SAND P (TACO",5238.00,1.00,2017-9-22 0:00:00,"CW",3.00,"1332","BURTON;RYAN","DENNIS;WENDY",,,12.00,1.00,"C",7.95,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2017-10-13 0:00:00,"CW",3.00,"1153","BURTON;RYAN","DENNIS;MATTHEW",,,2.00,4.00,"B",8.69,"N","4","1","BU-0773",9.90,
"SAND P (TACO",5238.00,1.00,2017-10-13 0:00:00,"CW",3.00,"1153","BURTON;RYAN","DENNIS;MATTHEW",,,2.00,4.00,"B",8.85,"N","4","1","DE-2874",9.90,
"SAND P (TACO",5238.00,1.00,2018-5-30 0:00:00,"EI",3.00,"1255","SAUNDERS;JOE",,,,5.00,4.00,"B",6.98,"N","4","1","SA-2246",9.00,
"SAND P (TACO",5238.00,1.00,2018-6-7 0:00:00,"CW",3.00,"1243","BURTON;RYAN","DWINAL;STEPHANIE",,,6.00,5.00,"B",5.95,"N","4","1","DW-2972",9.00,
"SAND P (TACO",5238.00,1.00,2018-6-7 0:00:00,"CW",3.00,"1243","BURTON;RYAN","DWINAL;STEPHANIE",,,6.00,5.00,"B",6.15,"N","4","1","BU-0773",9.00,
"SAND P (TACO",5238.00,1.00,2018-6-13 0:00:00,"EI",3.00,"1350","SAUNDERS;JOE",,,,4.00,4.00,"B",6.62,"N","4","1","SA-2246",9.00,
"SAND P (TACO",5238.00,1.00,2018-6-27 0:00:00,"EI",3.00,"1350","SAUNDERS;JOE",,,,2.00,5.00,"B",6.98,"N","4","1","SA-2246",9.00,
"SAND P (TACO",5238.00,1.00,2018-7-3 0:00:00,"CW",3.00,"1203","BURTON;RYAN","DWINAL;STEPHANIE",,,0.00,0.00,"B",7.36,"N","4","1","DW-2972",9.00,
"SAND P (TACO",5238.00,1.00,2018-7-3 0:00:00,"CW",3.00,"1203","BURTON;RYAN","DWINAL;STEPHANIE",,,0.00,0.00,"B",7.58,"N","4","1","BU-0773",9.00,
"SAND P (TACO",5238.00,1.00,2018-7-11 0:00:00,"EI",3.00,"1345","SAUNDERS;JOE",,,,1.00,1.00,"B",8.18,"N","4","1","SA-2246",9.00,
"SAND P (TACO",5238.00,1.00,2018-7-20 0:00:00,"CW",3.00,"1325","BURTON;RYAN","DWINAL;STEPHANIE",,,2.00,6.00,"B",8.21,"N","4","1","DW-2972",9.00,
"SAND P (TACO",5238.00,1.00,2018-7-20 0:00:00,"CW",3.00,"1325","BURTON;RYAN","DWINAL;STEPHANIE",,,2.00,6.00,"B",8.22,"N","4","1","BU-0773",9.00,
"SAND P (TACO",5238.00,1.00,2018-7-24 0:00:00,"EI",3.00,"1240","SAUNDERS;JOE",,,,4.00,5.00,"O",6.95,"N","4","1","SA-2246",9.00,
"SAND P (TACO",5238.00,1.00,2018-8-8 0:00:00,"EI",3.00,"1400","SAUNDERS;JOE",,,,0.00,0.00,"B",7.80,"N","4","1","SA-2246",9.00,
"SAND P (TACO",5238.00,1.00,2018-8-21 0:00:00,"EI",3.00,"1130","SAUNDERS;JOE",,,,0.00,0.00,"B",8.20,"N","4","1","SA-2246",9.00,
"SAND P (TACO",5238.00,1.00,2018-8-24 0:00:00,"CW",3.00,"1208","BURTON;RYAN","DWINAL;STEPHANIE",,,0.00,0.00,"B",8.20,"N","4","1","DW-2972",9.00,
"SAND P (TACO",5238.00,1.00,2018-8-24 0:00:00,"CW",3.00,"1208","BURTON;RYAN","DWINAL;STEPHANIE",,,0.00,0.00,"B",8.22,"N","4","1","BU-0773",9.00,
"SAND P (TACO",5238.00,1.00,2018-9-6 0:00:00,"EI",3.00,"1430","SAUNDERS;JOE",,,,0.00,0.00,"O",7.74,"N","4","1","SA-2246",9.00,
"SAND P (TACO",5238.00,1.00,2018-9-20 0:00:00,"EI",3.00,"1340","SAUNDERS;JOE",,,,0.00,0.00,"O",8.29,"N","4","1","SA-2246",9.00,
"SAND P (TACO",5238.00,1.00,2018-9-28 0:00:00,"CW",3.00,"1220","BURTON;RYAN","DENNIS;MATT",,,2.00,1.00,"C",8.00,"N","4","1","DE-2874",9.00,
"SAND P (TACO",5238.00,1.00,2018-9-28 0:00:00,"CW",3.00,"1220","BURTON;RYAN","DENNIS;MATT",,,2.00,1.00,"C",8.10,"N","4","1","BU-0773",9.00,
"SAND P (TACO",5238.00,1.00,2018-11-7 0:00:00,"CW",3.00,"1224","BURTON;RYAN","DENNIS;MATT",,,1.00,7.00,"C",7.37,"N","4","1","DE-2874",9.00,
"SAND P (TACO",5238.00,1.00,2018-11-7 0:00:00,"CW",3.00,"1224","BURTON;RYAN","DENNIS;MATT",,,1.00,7.00,"C",7.55,"N","4","1","BU-0773",9.00,
"SHED P",5300.00,1.00,2005-9-12 0:00:00,"CW",3.00,"1130","FREDENBURG,JEFF","ELLIS,JIM",,,2.00,8.00,"B",2.10,"B","4","1","FR-0674",,
"SHED P",5300.00,1.00,2006-8-24 0:00:00,"CW",3.00,"1300","ELLIS,JIM","MCLEOD,ANDY",,,2.00,4.00,"B",1.97,"B","4","1","EL-2095",,
"SHED P",5300.00,1.00,2007-8-28 0:00:00,"CW",3.00,"1345","ELLIS,JIM","NIMS,BOB",,,4.00,6.00,"B",2.20,"B","4","1","EL-2095",,
"SHED P",5300.00,1.00,2008-8-25 0:00:00,"CW",3.00,"1044","ELLIS,JIM","DENNIS,MARK",,,0.00,0.00,"C",2.10,"B","4","1","EL-2095",,
"SHED P",5300.00,1.00,2009-8-19 0:00:00,"CW",3.00,"1127","BURTON,RYAN","DENNIS,MARK",,,2.00,2.00,"B",2.65,"B","4","1","DE-2261",,
"SHED P",5300.00,1.00,2010-8-26 0:00:00,"CW",3.00,"1300","BURTON,RYAN","DENNIS,MARK",,,1.00,2.00,"B",2.44,"B","1","1","DE-2261",,
"SHED P",5300.00,1.00,2011-8-23 0:00:00,"CW",3.00,"1156","BURTON,RYAN","DENNIS,MARK",,,1.00,6.00,"B",2.95,"B","4","1","DE-2261",,
"SHED P",5300.00,1.00,2012-8-28 0:00:00,"CW",3.00,"1425","Burton,Ryan","Shute,Hannah",,,1.00,5.00,"B",2.76,"B","4","1","SH-2486",,
