"midas","lake","station","date","agency","depth","tp.ppm","type","r","year","month","sampleid"
"8065","little cobbossee",1,2002-09-06,"cw",1,0.014,"g",1,2002,9,"8065_1_2002-09-06_cw"
"8065","little cobbossee",1,2002-09-06,"cw",3,0.015,"g",1,2002,9,"8065_1_2002-09-06_cw"
"8065","little cobbossee",1,2002-09-06,"cw",3,0.018,"g",2,2002,9,"8065_1_2002-09-06_cw"
"8065","little cobbossee",1,2002-09-06,"cw",4,0.018,"c",1,2002,9,"8065_1_2002-09-06_cw"
"8065","little cobbossee",1,2002-09-06,"cw",5,0.019,"g",1,2002,9,"8065_1_2002-09-06_cw"
"8065","little cobbossee",1,2002-09-06,"cw",7,0.16,"g",1,2002,9,"8065_1_2002-09-06_cw"
"8065","little cobbossee",1,2002-09-06,"cw",9,0.38,"g",1,2002,9,"8065_1_2002-09-06_cw"
"8065","little cobbossee",1,2002-10-21,"cw",7,0.038,"g",1,2002,10,"8065_1_2002-10-21_cw"
"8065","little cobbossee",1,2002-10-21,"cw",9,0.039,"g",1,2002,10,"8065_1_2002-10-21_cw"
"8065","little cobbossee",1,2002-10-21,"cw",3,0.041,"g",1,2002,10,"8065_1_2002-10-21_cw"
"8065","little cobbossee",1,2002-10-21,"cw",3,0.042,"g",2,2002,10,"8065_1_2002-10-21_cw"
"8065","little cobbossee",1,2002-10-21,"cw",9,0.042,"c",1,2002,10,"8065_1_2002-10-21_cw"
"8065","little cobbossee",1,2002-10-21,"cw",5,0.044,"g",1,2002,10,"8065_1_2002-10-21_cw"
"8065","little cobbossee",1,2002-10-21,"cw",1,0.048,"g",1,2002,10,"8065_1_2002-10-21_cw"
"8065","little cobbossee",1,2002-11-12,"cw",9,0.028,"c",1,2002,11,"8065_1_2002-11-12_cw"
"8065","little cobbossee",1,2002-11-12,"cw",3,0.029,"g",1,2002,11,"8065_1_2002-11-12_cw"
"8065","little cobbossee",1,2002-11-12,"cw",5,0.03,"g",1,2002,11,"8065_1_2002-11-12_cw"
"8065","little cobbossee",1,2002-11-12,"cw",7,0.03,"g",1,2002,11,"8065_1_2002-11-12_cw"
"8065","little cobbossee",1,2002-11-12,"cw",9,0.03,"g",1,2002,11,"8065_1_2002-11-12_cw"
"8065","little cobbossee",1,2002-11-12,"cw",5,0.032,"g",2,2002,11,"8065_1_2002-11-12_cw"
"8065","little cobbossee",1,2002-11-12,"cw",1,0.04,"g",1,2002,11,"8065_1_2002-11-12_cw"
"8065","little cobbossee",1,2003-06-23,"cw",1,0.023,"g",1,2003,6,"8065_1_2003-06-23_cw"
"8065","little cobbossee",1,2003-06-23,"cw",3,0.028,"g",1,2003,6,"8065_1_2003-06-23_cw"
"8065","little cobbossee",1,2003-06-23,"cw",5,0.041,"g",1,2003,6,"8065_1_2003-06-23_cw"
"8065","little cobbossee",1,2003-06-23,"cw",7,0.053,"g",1,2003,6,"8065_1_2003-06-23_cw"
"8065","little cobbossee",1,2003-06-23,"cw",9,0.16,"g",1,2003,6,"8065_1_2003-06-23_cw"
"8065","little cobbossee",1,2003-07-25,"cw",1,0.019,"g",1,2003,7,"8065_1_2003-07-25_cw"
"8065","little cobbossee",1,2003-07-25,"cw",3,0.02,"g",1,2003,7,"8065_1_2003-07-25_cw"
"8065","little cobbossee",1,2003-07-25,"cw",5,0.035,"g",1,2003,7,"8065_1_2003-07-25_cw"
"8065","little cobbossee",1,2003-07-25,"cw",7,0.12,"g",1,2003,7,"8065_1_2003-07-25_cw"
"8065","little cobbossee",1,2003-07-25,"cw",9,0.33,"g",1,2003,7,"8065_1_2003-07-25_cw"
"8065","little cobbossee",1,2003-08-27,"cw",3,0.018,"g",1,2003,8,"8065_1_2003-08-27_cw"
"8065","little cobbossee",1,2003-08-27,"cw",1,0.019,"g",1,2003,8,"8065_1_2003-08-27_cw"
"8065","little cobbossee",1,2003-08-27,"cw",5,0.06,"g",1,2003,8,"8065_1_2003-08-27_cw"
"8065","little cobbossee",1,2003-08-27,"cw",7,0.17,"g",1,2003,8,"8065_1_2003-08-27_cw"
"8065","little cobbossee",1,2003-08-27,"cw",9,0.44,"g",1,2003,8,"8065_1_2003-08-27_cw"
"8065","little cobbossee",1,2003-09-30,"cw",3,0.018,"g",1,2003,9,"8065_1_2003-09-30_cw"
"8065","little cobbossee",1,2003-09-30,"cw",1,0.019,"g",1,2003,9,"8065_1_2003-09-30_cw"
"8065","little cobbossee",1,2003-09-30,"cw",5,0.02,"g",1,2003,9,"8065_1_2003-09-30_cw"
"8065","little cobbossee",1,2003-09-30,"cw",7,0.16,"g",1,2003,9,"8065_1_2003-09-30_cw"
"8065","little cobbossee",1,2003-09-30,"cw",9,0.5,"g",1,2003,9,"8065_1_2003-09-30_cw"
"8065","little cobbossee",1,2003-10-30,"cw",7,0.028,"g",1,2003,10,"8065_1_2003-10-30_cw"
"8065","little cobbossee",1,2003-10-30,"cw",1,0.03,"g",1,2003,10,"8065_1_2003-10-30_cw"
"8065","little cobbossee",1,2003-10-30,"cw",3,0.032,"g",1,2003,10,"8065_1_2003-10-30_cw"
"8065","little cobbossee",1,2003-10-30,"cw",5,0.035,"g",1,2003,10,"8065_1_2003-10-30_cw"
"8065","little cobbossee",1,2003-10-30,"cw",9,0.038,"g",1,2003,10,"8065_1_2003-10-30_cw"
"8065","little cobbossee",1,2004-06-07,"cw",3,0.017,"g",2,2004,6,"8065_1_2004-06-07_cw"
"8065","little cobbossee",1,2004-06-07,"cw",5,0.017,"g",1,2004,6,"8065_1_2004-06-07_cw"
"8065","little cobbossee",1,2004-06-07,"cw",3,0.019,"g",1,2004,6,"8065_1_2004-06-07_cw"
"8065","little cobbossee",1,2004-06-07,"cw",1,0.02,"g",1,2004,6,"8065_1_2004-06-07_cw"
"8065","little cobbossee",1,2004-06-07,"cw",7,0.052,"g",1,2004,6,"8065_1_2004-06-07_cw"
"8065","little cobbossee",1,2004-06-07,"cw",9,0.18,"g",1,2004,6,"8065_1_2004-06-07_cw"
"8065","little cobbossee",1,2004-06-25,"cw",1,0.016,"g",1,2004,6,"8065_1_2004-06-25_cw"
"8065","little cobbossee",1,2004-06-25,"cw",3,0.018,"g",1,2004,6,"8065_1_2004-06-25_cw"
"8065","little cobbossee",1,2004-06-25,"cw",5,0.037,"g",1,2004,6,"8065_1_2004-06-25_cw"
"8065","little cobbossee",1,2004-06-25,"cw",7,0.084,"g",1,2004,6,"8065_1_2004-06-25_cw"
"8065","little cobbossee",1,2004-06-25,"cw",9,0.19,"g",1,2004,6,"8065_1_2004-06-25_cw"
"8065","little cobbossee",1,2004-07-30,"cw",1,0.014,"g",1,2004,7,"8065_1_2004-07-30_cw"
"8065","little cobbossee",1,2004-07-30,"cw",3,0.016,"g",1,2004,7,"8065_1_2004-07-30_cw"
"8065","little cobbossee",1,2004-07-30,"cw",3,0.018,"g",2,2004,7,"8065_1_2004-07-30_cw"
"8065","little cobbossee",1,2004-07-30,"cw",5,0.045,"g",1,2004,7,"8065_1_2004-07-30_cw"
"8065","little cobbossee",1,2004-07-30,"cw",7,0.13,"g",1,2004,7,"8065_1_2004-07-30_cw"
"8065","little cobbossee",1,2004-07-30,"cw",9,0.3,"g",1,2004,7,"8065_1_2004-07-30_cw"
"8065","little cobbossee",1,2004-08-20,"cw",3,0.016,"g",1,2004,8,"8065_1_2004-08-20_cw"
"8065","little cobbossee",1,2004-08-20,"cw",1,0.017,"g",1,2004,8,"8065_1_2004-08-20_cw"
"8065","little cobbossee",1,2004-08-20,"cw",5,0.053,"g",1,2004,8,"8065_1_2004-08-20_cw"
"8065","little cobbossee",1,2004-08-20,"cw",7,0.14,"g",1,2004,8,"8065_1_2004-08-20_cw"
"8065","little cobbossee",1,2004-08-20,"cw",9,0.33,"g",1,2004,8,"8065_1_2004-08-20_cw"
"8065","little cobbossee",1,2004-10-01,"cw",5,0.018,"g",1,2004,10,"8065_1_2004-10-01_cw"
"8065","little cobbossee",1,2004-10-01,"cw",5,0.018,"g",2,2004,10,"8065_1_2004-10-01_cw"
"8065","little cobbossee",1,2004-10-01,"cw",3,0.02,"g",1,2004,10,"8065_1_2004-10-01_cw"
"8065","little cobbossee",1,2004-10-01,"cw",1,0.022,"g",1,2004,10,"8065_1_2004-10-01_cw"
"8065","little cobbossee",1,2004-10-01,"cw",7,0.047,"g",1,2004,10,"8065_1_2004-10-01_cw"
"8065","little cobbossee",1,2004-10-01,"cw",9,0.37,"g",1,2004,10,"8065_1_2004-10-01_cw"
"8065","little cobbossee",1,2005-08-02,"cw",1,0.021,"g",1,2005,8,"8065_1_2005-08-02_cw"
"8065","little cobbossee",1,2005-08-02,"cw",3,0.027,"g",1,2005,8,"8065_1_2005-08-02_cw"
"8065","little cobbossee",1,2005-08-02,"cw",5,0.029,"g",1,2005,8,"8065_1_2005-08-02_cw"
"8065","little cobbossee",1,2005-08-02,"cw",7,0.12,"g",1,2005,8,"8065_1_2005-08-02_cw"
"8065","little cobbossee",1,2005-08-02,"cw",9,0.29,"g",1,2005,8,"8065_1_2005-08-02_cw"
"8065","little cobbossee",1,2005-09-06,"cw",3,0.016,"g",1,2005,9,"8065_1_2005-09-06_cw"
"8065","little cobbossee",1,2005-09-06,"cw",1,0.023,"g",1,2005,9,"8065_1_2005-09-06_cw"
"8065","little cobbossee",1,2005-09-06,"cw",5,0.043,"g",1,2005,9,"8065_1_2005-09-06_cw"
"8065","little cobbossee",1,2005-09-06,"cw",7,0.18,"g",1,2005,9,"8065_1_2005-09-06_cw"
"8065","little cobbossee",1,2005-09-06,"cw",9,0.4,"g",1,2005,9,"8065_1_2005-09-06_cw"
"8065","little cobbossee",1,2006-07-31,"cw",1,0.015,"g",1,2006,7,"8065_1_2006-07-31_cw"
"8065","little cobbossee",1,2006-07-31,"cw",3,0.02,"g",1,2006,7,"8065_1_2006-07-31_cw"
"8065","little cobbossee",1,2006-07-31,"cw",5,0.059,"g",1,2006,7,"8065_1_2006-07-31_cw"
"8065","little cobbossee",1,2006-07-31,"cw",7,0.24,"g",1,2006,7,"8065_1_2006-07-31_cw"
"8065","little cobbossee",1,2006-07-31,"cw",9,0.38,"g",1,2006,7,"8065_1_2006-07-31_cw"
"8065","little cobbossee",1,2006-08-30,"cw",3,0.015,"g",1,2006,8,"8065_1_2006-08-30_cw"
"8065","little cobbossee",1,2006-08-30,"cw",1,0.019,"g",1,2006,8,"8065_1_2006-08-30_cw"
"8065","little cobbossee",1,2006-08-30,"cw",5,0.094,"g",1,2006,8,"8065_1_2006-08-30_cw"
"8065","little cobbossee",1,2006-08-30,"cw",7,0.34,"g",1,2006,8,"8065_1_2006-08-30_cw"
"8065","little cobbossee",1,2006-08-30,"cw",9,0.57,"g",1,2006,8,"8065_1_2006-08-30_cw"
"8065","little cobbossee",1,2007-05-31,"cw",1,0.017,"g",1,2007,5,"8065_1_2007-05-31_cw"
"8065","little cobbossee",1,2007-05-31,"cw",3,0.019,"g",1,2007,5,"8065_1_2007-05-31_cw"
"8065","little cobbossee",1,2007-05-31,"cw",5,0.022,"g",1,2007,5,"8065_1_2007-05-31_cw"
"8065","little cobbossee",1,2007-05-31,"cw",7,0.033,"g",1,2007,5,"8065_1_2007-05-31_cw"
"8065","little cobbossee",1,2007-05-31,"cw",8.5,0.04,"g",1,2007,5,"8065_1_2007-05-31_cw"
"8065","little cobbossee",1,2007-06-28,"cw",3,0.014,"g",1,2007,6,"8065_1_2007-06-28_cw"
"8065","little cobbossee",1,2007-06-28,"cw",1,0.017,"g",1,2007,6,"8065_1_2007-06-28_cw"
"8065","little cobbossee",1,2007-06-28,"cw",5,0.022,"g",1,2007,6,"8065_1_2007-06-28_cw"
"8065","little cobbossee",1,2007-06-28,"cw",7,0.094,"g",1,2007,6,"8065_1_2007-06-28_cw"
"8065","little cobbossee",1,2007-06-28,"cw",8.5,0.24,"g",1,2007,6,"8065_1_2007-06-28_cw"
"8065","little cobbossee",1,2007-07-27,"cw",1,0.012,"g",1,2007,7,"8065_1_2007-07-27_cw"
"8065","little cobbossee",1,2007-07-27,"cw",1,0.013,"g",2,2007,7,"8065_1_2007-07-27_cw"
"8065","little cobbossee",1,2007-07-27,"cw",3,0.018,"g",1,2007,7,"8065_1_2007-07-27_cw"
"8065","little cobbossee",1,2007-07-27,"cw",5,0.034,"g",1,2007,7,"8065_1_2007-07-27_cw"
"8065","little cobbossee",1,2007-07-27,"cw",7,0.14,"g",1,2007,7,"8065_1_2007-07-27_cw"
"8065","little cobbossee",1,2007-07-27,"cw",8.5,0.32,"g",1,2007,7,"8065_1_2007-07-27_cw"
"8065","little cobbossee",1,2007-08-28,"cw",1,0.019,"g",1,2007,8,"8065_1_2007-08-28_cw"
"8065","little cobbossee",1,2007-08-28,"cw",3,0.021,"g",1,2007,8,"8065_1_2007-08-28_cw"
"8065","little cobbossee",1,2007-08-28,"cw",5,0.022,"g",1,2007,8,"8065_1_2007-08-28_cw"
"8065","little cobbossee",1,2007-08-28,"cw",7,0.24,"g",1,2007,8,"8065_1_2007-08-28_cw"
"8065","little cobbossee",1,2007-08-28,"cw",8.5,0.42,"g",1,2007,8,"8065_1_2007-08-28_cw"
"8065","little cobbossee",1,2008-05-30,"ei",1,0.017,"g",1,2008,5,"8065_1_2008-05-30_ei"
"8065","little cobbossee",1,2008-05-30,"ei",3,0.018,"g",1,2008,5,"8065_1_2008-05-30_ei"
"8065","little cobbossee",1,2008-05-30,"ei",7,0.076,"g",2,2008,5,"8065_1_2008-05-30_ei"
"8065","little cobbossee",1,2008-05-30,"ei",7,0.078,"g",1,2008,5,"8065_1_2008-05-30_ei"
"8065","little cobbossee",1,2008-06-26,"cw",1,0.015,"g",1,2008,6,"8065_1_2008-06-26_cw"
"8065","little cobbossee",1,2008-06-26,"cw",3,0.018,"g",1,2008,6,"8065_1_2008-06-26_cw"
"8065","little cobbossee",1,2008-06-26,"cw",7,0.079,"g",1,2008,6,"8065_1_2008-06-26_cw"
"8065","little cobbossee",1,2008-07-31,"cw",1,0.01,"g",1,2008,7,"8065_1_2008-07-31_cw"
"8065","little cobbossee",1,2008-07-31,"cw",3,0.011,"g",1,2008,7,"8065_1_2008-07-31_cw"
"8065","little cobbossee",1,2008-07-31,"cw",7,0.097,"g",1,2008,7,"8065_1_2008-07-31_cw"
"8065","little cobbossee",1,2008-08-22,"cw",1,0.016,"g",1,2008,8,"8065_1_2008-08-22_cw"
"8065","little cobbossee",1,2008-08-22,"cw",3,0.021,"g",1,2008,8,"8065_1_2008-08-22_cw"
"8065","little cobbossee",1,2008-08-22,"cw",7,0.12,"g",1,2008,8,"8065_1_2008-08-22_cw"
"8065","little cobbossee",1,2008-09-29,"cw",3,0.012,"g",1,2008,9,"8065_1_2008-09-29_cw"
"8065","little cobbossee",1,2008-09-29,"cw",1,0.018,"g",1,2008,9,"8065_1_2008-09-29_cw"
"8065","little cobbossee",1,2008-09-29,"cw",7,0.2,"g",1,2008,9,"8065_1_2008-09-29_cw"
"8065","little cobbossee",1,2008-10-22,"cw",1,0.024,"g",1,2008,10,"8065_1_2008-10-22_cw"
"8065","little cobbossee",1,2008-10-22,"cw",3,0.024,"g",1,2008,10,"8065_1_2008-10-22_cw"
"8065","little cobbossee",1,2008-10-22,"cw",7,0.13,"g",1,2008,10,"8065_1_2008-10-22_cw"
"8065","little cobbossee",1,2009-06-10,"cw",1,0.015,"g",1,2009,6,"8065_1_2009-06-10_cw"
"8065","little cobbossee",1,2009-06-10,"cw",3,0.015,"g",1,2009,6,"8065_1_2009-06-10_cw"
"8065","little cobbossee",1,2009-06-10,"cw",7,0.056,"g",1,2009,6,"8065_1_2009-06-10_cw"
"8065","little cobbossee",1,2009-07-13,"cw",1,0.024,"g",1,2009,7,"8065_1_2009-07-13_cw"
"8065","little cobbossee",1,2009-07-13,"cw",3,0.026,"g",1,2009,7,"8065_1_2009-07-13_cw"
"8065","little cobbossee",1,2009-07-13,"cw",7,0.068,"g",1,2009,7,"8065_1_2009-07-13_cw"
"8065","little cobbossee",1,2009-08-04,"cw",1,0.018,"g",1,2009,8,"8065_1_2009-08-04_cw"
"8065","little cobbossee",1,2009-08-04,"cw",3,0.024,"g",1,2009,8,"8065_1_2009-08-04_cw"
"8065","little cobbossee",1,2009-08-04,"cw",7,0.094,"g",1,2009,8,"8065_1_2009-08-04_cw"
"8065","little cobbossee",1,2009-09-14,"cw",3,0.018,"g",2,2009,9,"8065_1_2009-09-14_cw"
"8065","little cobbossee",1,2009-09-14,"cw",1,0.019,"g",1,2009,9,"8065_1_2009-09-14_cw"
"8065","little cobbossee",1,2009-09-14,"cw",3,0.019,"g",1,2009,9,"8065_1_2009-09-14_cw"
"8065","little cobbossee",1,2009-09-14,"cw",7,0.19,"g",1,2009,9,"8065_1_2009-09-14_cw"
"8065","little cobbossee",1,2009-10-21,"cw",7,0.028,"g",1,2009,10,"8065_1_2009-10-21_cw"
"8065","little cobbossee",1,2009-10-21,"cw",3,0.034,"g",1,2009,10,"8065_1_2009-10-21_cw"
"8065","little cobbossee",1,2009-10-21,"cw",1,0.035,"g",1,2009,10,"8065_1_2009-10-21_cw"
"8065","little cobbossee",1,2010-05-25,"cw",1,0.017,"g",1,2010,5,"8065_1_2010-05-25_cw"
"8065","little cobbossee",1,2010-05-25,"cw",3,0.018,"g",1,2010,5,"8065_1_2010-05-25_cw"
"8065","little cobbossee",1,2010-05-25,"cw",7,0.03,"g",1,2010,5,"8065_1_2010-05-25_cw"
"8065","little cobbossee",1,2010-06-22,"cw",1,0.013,"g",1,2010,6,"8065_1_2010-06-22_cw"
"8065","little cobbossee",1,2010-06-22,"cw",3,0.015,"g",1,2010,6,"8065_1_2010-06-22_cw"
"8065","little cobbossee",1,2010-06-22,"cw",7,0.076,"g",2,2010,6,"8065_1_2010-06-22_cw"
"8065","little cobbossee",1,2010-06-22,"cw",7,0.079,"g",1,2010,6,"8065_1_2010-06-22_cw"
"8065","little cobbossee",1,2010-07-23,"cw",1,0.011,"g",1,2010,7,"8065_1_2010-07-23_cw"
"8065","little cobbossee",1,2010-07-23,"cw",3,0.012,"g",1,2010,7,"8065_1_2010-07-23_cw"
"8065","little cobbossee",1,2010-07-23,"cw",7,0.12,"g",1,2010,7,"8065_1_2010-07-23_cw"
"8065","little cobbossee",1,2010-08-11,"cw",3,0.014,"g",1,2010,8,"8065_1_2010-08-11_cw"
"8065","little cobbossee",1,2010-08-11,"cw",1,0.016,"g",1,2010,8,"8065_1_2010-08-11_cw"
"8065","little cobbossee",1,2010-08-11,"cw",7,0.16,"g",1,2010,8,"8065_1_2010-08-11_cw"
"8065","little cobbossee",1,2010-09-10,"cw",3,0.017,"g",1,2010,9,"8065_1_2010-09-10_cw"
"8065","little cobbossee",1,2010-09-10,"cw",3,0.017,"g",2,2010,9,"8065_1_2010-09-10_cw"
"8065","little cobbossee",1,2010-09-10,"cw",1,0.018,"g",1,2010,9,"8065_1_2010-09-10_cw"
"8065","little cobbossee",1,2010-09-10,"cw",7,0.22,"g",1,2010,9,"8065_1_2010-09-10_cw"
"8065","little cobbossee",1,2010-10-29,"cw",7,0.016,"g",1,2010,10,"8065_1_2010-10-29_cw"
"8065","little cobbossee",1,2010-10-29,"cw",3,0.021,"g",1,2010,10,"8065_1_2010-10-29_cw"
"8065","little cobbossee",1,2010-10-29,"cw",1,0.026,"g",1,2010,10,"8065_1_2010-10-29_cw"
"8065","little cobbossee",1,2011-06-03,"cw",1,0.02,"g",1,2011,6,"8065_1_2011-06-03_cw"
"8065","little cobbossee",1,2011-06-03,"cw",3,0.033,"g",1,2011,6,"8065_1_2011-06-03_cw"
"8065","little cobbossee",1,2011-06-03,"cw",7,0.033,"g",1,2011,6,"8065_1_2011-06-03_cw"
"8065","little cobbossee",1,2011-06-28,"cw",1,0.019,"g",1,2011,6,"8065_1_2011-06-28_cw"
"8065","little cobbossee",1,2011-06-28,"cw",3,0.032,"g",1,2011,6,"8065_1_2011-06-28_cw"
"8065","little cobbossee",1,2011-06-28,"cw",7,0.046,"g",1,2011,6,"8065_1_2011-06-28_cw"
"8065","little cobbossee",1,2011-07-28,"cw",1,0.013,"g",1,2011,7,"8065_1_2011-07-28_cw"
"8065","little cobbossee",1,2011-07-28,"cw",3,0.014,"g",1,2011,7,"8065_1_2011-07-28_cw"
"8065","little cobbossee",1,2011-07-28,"cw",7,0.07,"g",1,2011,7,"8065_1_2011-07-28_cw"
"8065","little cobbossee",1,2011-08-23,"cw",1,0.016,"g",1,2011,8,"8065_1_2011-08-23_cw"
"8065","little cobbossee",1,2011-08-23,"cw",3,0.016,"g",1,2011,8,"8065_1_2011-08-23_cw"
"8065","little cobbossee",1,2011-08-23,"cw",7,0.12,"g",1,2011,8,"8065_1_2011-08-23_cw"
"8065","little cobbossee",1,2011-10-12,"cw",3,0.016,"g",1,2011,10,"8065_1_2011-10-12_cw"
"8065","little cobbossee",1,2011-10-12,"cw",7,0.018,"g",1,2011,10,"8065_1_2011-10-12_cw"
"8065","little cobbossee",1,2011-10-12,"cw",1,0.024,"g",2,2011,10,"8065_1_2011-10-12_cw"
"8065","little cobbossee",1,2011-10-12,"cw",1,0.026,"g",1,2011,10,"8065_1_2011-10-12_cw"
"8065","little cobbossee",1,2012-06-14,"cw",3,0.013,"g",1,2012,6,"8065_1_2012-06-14_cw"
"8065","little cobbossee",1,2012-06-14,"cw",1,0.016,"g",1,2012,6,"8065_1_2012-06-14_cw"
"8065","little cobbossee",1,2012-06-14,"cw",7,0.066,"g",1,2012,6,"8065_1_2012-06-14_cw"
"8065","little cobbossee",1,2012-07-19,"cw",1,0.01,"g",1,2012,7,"8065_1_2012-07-19_cw"
"8065","little cobbossee",1,2012-07-19,"cw",3,0.014,"g",1,2012,7,"8065_1_2012-07-19_cw"
"8065","little cobbossee",1,2012-07-19,"cw",3,0.014,"g",2,2012,7,"8065_1_2012-07-19_cw"
"8065","little cobbossee",1,2012-07-19,"cw",7,0.16,"g",1,2012,7,"8065_1_2012-07-19_cw"
"8065","little cobbossee",1,2012-08-20,"cw",1,0.013,"g",1,2012,8,"8065_1_2012-08-20_cw"
"8065","little cobbossee",1,2012-08-20,"cw",3,0.017,"g",1,2012,8,"8065_1_2012-08-20_cw"
"8065","little cobbossee",1,2012-08-20,"cw",7,0.23,"g",1,2012,8,"8065_1_2012-08-20_cw"
"8065","little cobbossee",1,2012-09-20,"cw",3,0.021,"g",1,2012,9,"8065_1_2012-09-20_cw"
"8065","little cobbossee",1,2012-09-20,"cw",1,0.023,"g",1,2012,9,"8065_1_2012-09-20_cw"
"8065","little cobbossee",1,2012-09-20,"cw",7,0.28,"g",1,2012,9,"8065_1_2012-09-20_cw"
"8065","little cobbossee",1,2013-07-10,"cw",2.5,0.016,"c",1,2013,7,"8065_1_2013-07-10_cw"
"8065","little cobbossee",1,2013-07-10,"cw",7,0.12,"g",1,2013,7,"8065_1_2013-07-10_cw"
"8065","little cobbossee",1,2013-09-18,"cw",4.5,0.024,"c",1,2013,9,"8065_1_2013-09-18_cw"
"8065","little cobbossee",1,2013-09-18,"cw",7,0.2,"g",1,2013,9,"8065_1_2013-09-18_cw"
"8065","little cobbossee",1,2014-05-30,"cw",5,0.011,"c",1,2014,5,"8065_1_2014-05-30_cw"
"8065","little cobbossee",1,2014-05-30,"cw",8,0.021,"g",1,2014,5,"8065_1_2014-05-30_cw"
"8065","little cobbossee",1,2014-06-23,"cw",4,0.014,"c",1,2014,6,"8065_1_2014-06-23_cw"
"8065","little cobbossee",1,2014-06-23,"cw",7,0.044,"g",1,2014,6,"8065_1_2014-06-23_cw"
"8065","little cobbossee",1,2014-07-17,"cw",4,0.012,"c",1,2014,7,"8065_1_2014-07-17_cw"
"8065","little cobbossee",1,2014-07-17,"cw",7,0.059,"g",1,2014,7,"8065_1_2014-07-17_cw"
"8065","little cobbossee",1,2014-08-14,"cw",3.5,0.015,"c",1,2014,8,"8065_1_2014-08-14_cw"
"8065","little cobbossee",1,2014-08-14,"cw",7,0.081,"g",1,2014,8,"8065_1_2014-08-14_cw"
"8065","little cobbossee",1,2014-10-07,"cw",5,0.022,"c",1,2014,10,"8065_1_2014-10-07_cw"
"8065","little cobbossee",1,2014-10-07,"cw",7,0.18,"g",1,2014,10,"8065_1_2014-10-07_cw"
"8065","little cobbossee",1,2015-06-03,"cw",5,0.018,"c",1,2015,6,"8065_1_2015-06-03_cw"
"8065","little cobbossee",1,2015-06-03,"cw",7,0.038,"g",1,2015,6,"8065_1_2015-06-03_cw"
"8065","little cobbossee",1,2015-06-17,"cw",4,0.015,"c",1,2015,6,"8065_1_2015-06-17_cw"
"8065","little cobbossee",1,2015-06-17,"cw",7,0.041,"g",1,2015,6,"8065_1_2015-06-17_cw"
"8065","little cobbossee",1,2015-07-23,"cw",4,0.018,"c",1,2015,7,"8065_1_2015-07-23_cw"
"8065","little cobbossee",1,2015-07-23,"cw",7,0.11,"g",1,2015,7,"8065_1_2015-07-23_cw"
"8065","little cobbossee",1,2015-08-17,"cw",4,0.014,"c",1,2015,8,"8065_1_2015-08-17_cw"
"8065","little cobbossee",1,2015-08-17,"cw",7,0.19,"g",1,2015,8,"8065_1_2015-08-17_cw"
"8065","little cobbossee",1,2015-09-25,"cw",4,0.018,"c",1,2015,9,"8065_1_2015-09-25_cw"
"8065","little cobbossee",1,2015-09-25,"cw",7,0.23,"g",1,2015,9,"8065_1_2015-09-25_cw"
"8065","little cobbossee",1,2016-05-11,"cw",7,0.013,"c",1,2016,5,"8065_1_2016-05-11_cw"
"8065","little cobbossee",1,2016-05-11,"cw",7,0.017,"g",1,2016,5,"8065_1_2016-05-11_cw"
"8065","little cobbossee",1,2016-06-07,"cw",4,0.013,"c",1,2016,6,"8065_1_2016-06-07_cw"
"8065","little cobbossee",1,2016-06-07,"cw",7,0.021,"g",1,2016,6,"8065_1_2016-06-07_cw"
"8065","little cobbossee",1,2016-07-12,"cw",4,0.016,"c",1,2016,7,"8065_1_2016-07-12_cw"
"8065","little cobbossee",1,2016-07-12,"cw",7,0.055,"g",1,2016,7,"8065_1_2016-07-12_cw"
"8065","little cobbossee",1,2016-08-15,"cw",4,0.019,"c",1,2016,8,"8065_1_2016-08-15_cw"
"8065","little cobbossee",1,2016-08-15,"cw",7,0.087,"g",1,2016,8,"8065_1_2016-08-15_cw"
"8065","little cobbossee",1,2016-09-12,"cw",4,0.026,"c",1,2016,9,"8065_1_2016-09-12_cw"
"8065","little cobbossee",1,2016-09-12,"cw",7,0.072,"g",1,2016,9,"8065_1_2016-09-12_cw"
"8065","little cobbossee",1,2016-11-02,"cw",8,0.028,"c",1,2016,11,"8065_1_2016-11-02_cw"
"8065","little cobbossee",1,2017-05-30,"cw",4,0.014,"c",1,2017,5,"8065_1_2017-05-30_cw"
"8065","little cobbossee",1,2017-05-30,"cw",7,0.036,"g",1,2017,5,"8065_1_2017-05-30_cw"
"8065","little cobbossee",1,2017-06-22,"cw",3.5,0.014,"c",1,2017,6,"8065_1_2017-06-22_cw"
"8065","little cobbossee",1,2017-06-22,"cw",7,0.11,"g",1,2017,6,"8065_1_2017-06-22_cw"
"8065","little cobbossee",1,2017-08-11,"cw",4,0.011,"c",1,2017,8,"8065_1_2017-08-11_cw"
"8065","little cobbossee",1,2017-08-11,"cw",7,0.11,"g",1,2017,8,"8065_1_2017-08-11_cw"
"8065","little cobbossee",1,2017-09-14,"cw",4.5,0.015,"c",1,2017,9,"8065_1_2017-09-14_cw"
"8065","little cobbossee",1,2017-09-14,"cw",8,0.31,"g",1,2017,9,"8065_1_2017-09-14_cw"
"8065","little cobbossee",1,2017-10-12,"cw",5,0.013,"c",1,2017,10,"8065_1_2017-10-12_cw"
"8065","little cobbossee",1,2017-10-12,"cw",8,0.41,"g",1,2017,10,"8065_1_2017-10-12_cw"
